,stock_price,volume
0,100.0,257774.16096637526
1,99.6817725607515,226703.2640678191
2,99.55506833190822,272325.1498090017
3,98.9097183328867,221571.7620486808
4,96.54902257236067,202155.06061241403
5,98.57580818873377,239103.4003914181
6,97.80434132871767,412218.7979524965
7,98.3942649268585,309609.98783173243
8,97.48086062871869,278582.4317043501
9,97.96306628571702,245922.07078222078
10,97.6876888239455,191413.71640596495
11,96.78210076211336,170402.83874337556
12,96.57547830380206,182603.29021409905
13,97.4153936939492,201998.52507276862
14,95.33346172577781,174062.8805904373
15,95.16388689155478,205057.69714064317
16,95.37322816406719,278372.27379253006
17,94.43976121437814,293306.1532717089
18,94.42356164263677,261108.1537066621
19,95.63576688797161,476745.09318311606
20,95.43177381389586,367341.25679015217
21,95.38137133762574,276947.2293354258
22,96.42343042867257,241545.5216768707
23,95.69180354731218,191527.19027618412
24,95.46251686532433,232802.3077578225
25,96.15373862994383,191090.57349681586
26,94.55881020083304,240715.14412742987
27,92.51726676332387,249257.9241469255
28,92.81745414331742,329266.8221124421
29,93.88814268999997,269546.46727131924
30,92.40775609283074,213605.79117978143
31,92.99505103011204,285615.64327844494
32,92.98533843818844,394134.64008803735
33,95.0596395664247,356361.9323223427
34,93.59829570772617,271758.93919453357
35,94.06047253523178,216997.73097324878
36,90.72509800301412,198769.69975855446
37,90.57171823652912,253496.68402631872
38,91.35266364762683,219118.11139726147
39,90.9387999700492,313662.77587919356
40,90.17989548673275,267893.37868049444
41,89.80178517874634,213692.10775395832
42,90.12685991775994,152564.7536304451
43,88.09771142252961,182962.50786043704
44,96.04134119215807,153786.95441124917
45,95.93816937312292,163656.5679313647
46,95.423622615175,143348.86691934813
47,95.2764817331631,225735.29697098932
48,97.17167012621769,245837.86658532638
49,97.63389024346974,238928.69979933125
50,93.70622501707177,195036.25107221474
51,93.40926358160002,227506.53898210678
52,93.2671891573766,192793.20502092422
53,92.91022455071915,160330.8158430445
54,94.10022653500712,123698.47526185779
55,94.37603968457795,137636.22793976776
56,95.1269761329403,119269.19746869961
57,93.87743336510437,237696.77372780803
58,94.27206163187988,176681.68596106526
59,94.10971508940537,223024.44600397727
60,94.65973229607296,195008.41068697465
61,95.48575099887543,163303.4673099944
62,94.92765632352092,145103.41894074937
63,94.62670997424532,284613.3939796526
64,93.89604440895948,364808.1622603466
65,93.62896444262479,410687.1372618653
66,93.43847542843622,333673.36186341406
67,92.74026509152486,278507.63518401654
68,92.13541566663699,207732.47897302377
69,92.68902255053256,154588.21130112492
70,93.34527672437896,152341.82198572118
71,92.30591746122775,141525.6860699782
72,90.24174324788547,142427.80984774005
73,87.0037053378061,324711.5296189486
74,86.00930286018071,264892.4004585775
75,85.1993394285437,237905.75262068034
76,86.24178998387625,198325.8430204281
77,86.93267644203614,185059.04816106215
78,86.17331140141943,167785.8042561572
79,84.34453526906357,142085.3855092832
80,84.91210036469745,301370.5786045316
81,84.75538544234873,322833.3434543668
82,85.30174385686635,315154.1442490847
83,86.89704019429641,327608.99602347484
84,85.83077422039256,397296.30951449106
85,85.57141921992854,302676.93912197265
86,87.97258699363246,306194.357429184
87,89.65786399853512,262285.2068779077
88,88.93811604616367,204454.45460046476
89,90.09040941588623,190451.13726457825
90,89.56303576834313,286980.36287069734
91,89.11058343556427,224200.50851769955
92,88.96768143101033,230321.96314969222
93,88.23651470873354,283657.6054960318
94,89.19604850322092,305989.0007411942
95,89.71593471465034,310773.31878108066
96,88.24358071206022,352637.43764264096
97,87.96650035339401,262027.16362366566
98,87.22818502785894,283677.7728489931
99,85.29090834628578,210563.67054882264
100,85.34803731289438,210744.27083577248
101,85.67642740161435,254698.70855920826
102,86.892791444687,190232.77869057455
103,88.21912426302366,207794.81766211652
104,87.56832097858344,241431.17673946524
105,84.80181997952367,232528.70588997682
106,86.03783864975873,185330.8880237956
107,86.67112655974042,200652.11712264857
108,86.72882455137552,285926.48546379764
109,87.62625281799649,334896.2229902925
110,88.27611767845622,342964.14827812096
111,88.38780560053183,303075.9344411879
112,88.40629702278247,308735.6292682638
113,89.37171436179723,317011.3908804005
114,89.94940015527222,275233.60518845986
115,90.22304317500834,202841.10476531723
116,90.78417755028302,224261.56107497113
117,91.49666436232786,192791.40463537115
118,92.10054744741673,222611.12128102948
119,90.08809925486067,230191.55457401043
120,90.89667686075036,300902.7427882352
121,91.14472322056105,224372.79303424284
122,89.81799658723138,586890.1291701368
123,89.74849377382978,497335.7101285027
124,89.81015082378978,376200.790526998
125,90.2893469546188,1060836.0767041096
126,87.89881713607565,777826.2445676075
127,87.11326314866471,594769.8175167771
128,87.80799447787521,446333.2912933632
129,96.36238724750434,350933.36833470524
130,96.9027692187921,319388.74990669964
131,95.9719209678951,229603.08188505282
132,99.06720079811826,240687.06399568424
133,98.558122797201,215624.79929616832
134,100.0490886107685,198197.3739999851
135,101.74309684841256,179565.95528377133
136,101.43848741052918,130663.84515946163
137,100.82500310942069,194590.07442420555
138,101.70310792692702,188002.01722037548
139,101.79114378091245,176532.16877649046
140,101.70894162561817,153803.39000085913
141,102.44796964568543,160238.71782941258
142,102.72952386345382,135036.22745193564
143,102.68988638941715,223624.05399725662
144,107.29482943673104,223922.54014065466
145,107.05127188785868,166483.18191367912
146,106.89702482736449,181406.81131912794
147,106.7343529185092,183257.19090825523
148,106.63915706568109,157418.3184856271
149,106.73034639461497,142798.54367658892
150,106.87556997549665,444130.62541192584
151,106.6994695417664,330243.95279271103
152,107.82915363334541,267001.3561855519
153,107.0223686890764,328401.8233693888
154,105.17379237899418,297015.8832537399
155,103.66311714044663,344652.1470021725
156,103.5793671706199,588953.807510007
157,104.07037811710532,432015.8777589316
158,105.41146657361448,327584.1160952846
159,105.94187410209453,244143.4863312743
160,106.15845262917541,192160.27745077605
161,106.0953875482767,332592.08777549176
162,105.68589228849024,528986.1265188361
163,104.8108286752245,401336.94630497356
164,104.42674223670167,337786.01664024737
165,105.1610962815182,263000.6340999375
166,106.24377784350797,213014.95897169632
167,106.47644098233819,196821.50750346252
168,110.93370354402342,694222.2203586355
169,110.93539143461167,570033.5503891732
170,110.96448207914008,440846.68602059863
171,110.5599732327564,339988.64996762585
172,112.44949757518765,326827.19659290125
173,114.33912105370833,348914.06896632
174,113.65280788890104,321599.26364302466
175,113.02634412059163,280793.2913121683
176,112.86837002976702,205485.02136870465
177,114.65274311026295,174271.0190549673
178,113.93798991628769,138066.37223073127
179,116.39761426442415,109007.90415790444
180,116.5510727010419,89214.3694175939
181,117.239916647198,99355.43927706356
182,112.7746983223702,129208.30445787191
183,114.04666992850312,179665.25338825842
184,113.42061065565431,172245.0521707868
