returns,EMA_10,MACD,Signal_Line,RSI,volume
0.010055840261741666,96.65365761884313,0.2434506469552388,-0.09066259563324,49.33905218283549,156265.75402213476
-0.012038052493063223,96.62507611836824,0.2194322873180709,-0.0281825980327933,52.28471550289551,144147.94345432034
0.007577471771809341,96.73608369724715,0.2478806772969477,0.027357910327055,58.9120392984603,179176.75459160274
-0.007927260739689523,96.68525878989828,0.2140624711595791,0.064875996646898,57.14114544663332,152196.90143760922
-0.011781915741091886,96.43580266554268,0.1062562171723726,0.0731834253302113,55.08360123517041,177280.0003269695
-0.008193095986881893,96.08948030259953,-0.0337487865879637,0.0517321504463995,55.46065052147661,238171.8998396489
0.010895729117095465,95.99487385961108,-0.0694226498520009,0.0274424615225385,51.95811715802235,186761.5972040193
-0.021456356888799544,95.54341069980605,-0.243058029838366,-0.0267624843634541,52.29887788611797,139895.56146699173
-0.006158378437811751,95.06954736315716,-0.4172247275243137,-0.1049759624908581,52.30593816292591,176481.61217266732
0.0052491976908046745,94.77122985853184,-0.5129124191021361,-0.1866643791748727,35.18718122607271,146792.6238521229
-0.005791333701674062,94.42881411589926,-0.6212792771568303,-0.2736735284590106,32.26482706849448,120244.270359297
-0.006946314801675624,94.03137096617571,-0.7462614843903452,-0.3682660635727237,24.77252112530998,91794.49227214034
-0.00040343488275906836,93.69962870534955,-0.8380843163191685,-0.4622893084334041,25.61560397495481,111209.84275288186
0.011711824030668838,93.62491567929402,-0.8197915868439622,-0.5338260375465552,35.79942947030378,80764.18374035822
-0.002440068806455198,93.52238922598298,-0.8130743974085846,-0.589698374031243,29.537396415211816,116460.42248633504
-0.0176079761639234,93.14038504290792,-0.9216834231765604,-0.6561169379165946,28.372341154848684,121612.26641415298
0.004801258313845036,92.90778403993946,-0.962898903572082,-0.7174892642145441,26.542634878976276,119144.55764969072
-0.005719801305861916,92.62194037309452,-1.0239300613853717,-0.7787901553456874,27.124244344178663,152378.75007535797
0.004896493823005166,92.46946108304354,-1.0258872246521804,-0.8282177817800886,33.160089904734974,138264.61101607606
-0.0032271212846893826,92.29085384516247,-1.0382698203448228,-0.8702337743763984,34.764106498988696,192132.32944699223
-0.002372843033303762,92.1052593272148,-1.052688630651545,-0.906728626429752,26.647553259316467,176460.5434805765
0.015903008490058435,92.2173876010721,-0.9403364080332466,-0.9134507546058726,45.35997468245863,125729.97272631874
0.00783162983228114,92.44117407700509,-0.7856231414946961,-0.8878834919659079,52.87147303248791,230286.37257934717
-0.002784724974192576,92.57693794991042,-0.6755941267356889,-0.8454233071675147,48.56419268870475,199611.4812077604
-0.004211300020707354,92.61664934264807,-0.612099533689701,-0.7987565198466917,49.42531123422161,161430.52212942214
-0.014261285528400336,92.40850067703995,-0.65810560038895,-0.7706253557271384,45.72671956150669,311007.59770962625
0.004429817214209653,92.3118833240556,-0.6550839160256459,-0.7475164236038311,48.23929229034283,284071.16594084527
0.012570259878103673,92.44283448164084,-0.555216985665993,-0.7090556783129827,48.64761582340963,319904.2937820445
0.008673857390947948,92.69669898736744,-0.4076554864888777,-0.6487745644971542,53.85497430907615,356961.8185545347
-0.019315804374183676,92.5748280570226,-0.4291560252845698,-0.604850229745583,52.94174314279183,266981.243116605
